144,2.53,0.85,-51.87,140.94
145,2.46,1.14,-45.3,140.31
146,2.43,1.32,-41.23,139.55
147,2.29,1.57,-35.16,139.37
148,3.77,3.88,-1.61,94.91
149,3.77,3.88,-1.61,94.91
150,3.77,3.66,-4.72,97.85
151,3.77,3.45,-7.86,100.64
152,3.77,2.87,-16.37,107.37
153,3.77,2.51,-21.84,111.05
154,3.77,2.08,-28.57,114.91
155,3.77,1.83,-32.58,116.88
156,3.77,1.68,-34.89,117.9
157,3.73,1.25,-42.02,121.05
158,3.73,1.14,-43.79,121.59
159,3.73,1.11,-44.38,121.76
160,3.73,1,-46.16,122.24
161,3.73,0.82,-49.12,122.94
162,3.73,0.64,-52.07,123.5
163,3.73,0.42,-55.57,123.99
164,3.73,0.35,-56.72,124.11
165,3.73,0.24,-58.44,124.25
166,3.7,0.13,-60.41,124.9
167,3.63,0.02,-62.66,126.08
168,3.63,-0.16,-65.48,126.02
169,3.63,-0.37,-68.75,125.77
170,3.63,-0.48,-70.33,125.57
171,3.63,-0.62,-72.38,125.22
172,3.63,-0.66,-72.88,125.11
173,3.63,-0.77,-74.36,124.78
174,3.66,-0.91,-75.85,123.69
175,3.66,-0.99,-76.76,123.4
176,3.7,-1.38,-80.93,120.87
177,3.7,-1.67,-83.83,119.05
178,3.7,-1.89,-85.77,117.48
179,3.7,-1.96,-86.37,116.93
180,3.77,-2.54,-89.35,110.82
181,3.84,-2.72,-89.28,108
182,3.84,-2.82,-89.78,106.88
183,3.84,-3.04,-90.64,104.52
184,3.87,-3.15,-90.49,102.79
185,3.87,-3.44,-91.24,99.32
186,3.87,-3.47,-91.31,98.87
187,3.87,-3.51,-91.38,98.41
188,4.01,-3.54,-89.42,95.95
189,4.09,-3.54,-88.41,94.92
190,4.26,-3.58,-85.95,91.82
191,4.4,-3.58,-83.94,89.64
192,4.44,-3.58,-83.44,89.08
193,4.61,-3.58,-80.93,86.22
194,4.83,-3.65,-77.97,81.69
195,5.11,-3.65,-73.87,76.58
196,5.25,-3.54,-71.7,75.33
197,5.28,-3.54,-71.18,74.64
198,5.35,-3.22,-69.68,77.31
199,5.35,-3.22,-69.68,77.31
200,5.35,-2.82,-68.65,81.67
201,5.35,-2.39,-66.94,85.74
202,5.42,-1.74,-62.4,89.18
203,5.42,-1.42,-60.16,91.02
204,5.46,-0.95,-56.02,92.32
205,5.46,-0.66,-53.48,93.15
206,5.49,-0.44,-51.07,92.89
207,5.49,0.2,-44.46,93.17
208,5.42,0.6,-40.67,93.98
209,5.42,1.03,-35.57,92.71
210,5.42,1.21,-33.38,91.98
211,5.42,1.54,-29.36,90.38
212,5.46,1.9,-24.56,87.48
213,5.46,2.37,-18.5,83.89
214,5.46,2.51,-16.61,82.62
215,5.53,2.66,-14.28,79.87
216,5.56,2.76,-12.63,78.08
217,5.56,3.09,-8.27,74.59
218,5.56,3.27,-5.8,72.45
219,5.39,3.56,-2.76,72.37
220,5.39,3.74,-0.2,69.89
221,5.21,3.99,2.56,69.73
222,4.97,4.1,3.12,72.82
223,4.79,4.1,2.54,76.02
224,4.51,4.13,2.38,80.27
225,4.33,4.13,2.11,83.09
226,4.16,4.13,1.96,85.78
